CQI
3
3
3
2
2
2
2
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
13
13
14
14
13
13
14
14
14
14
13
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
12
12
11
12
11
11
11
11
13
11
9
9
8
8
8
10
13
13
13
13
13
13
13
13
13
12
13
13
13
12
12
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
14
14
14
14
14
11
12
13
13
13
13
12
13
13
12
13
13
13
12
13
13
13
13
13
12
13
13
12
12
11
11
12
12
13
13
13
12
12
12
13
13
13
13
12
12
12
10
12
11
12
12
12
13
1
11
12
11
11
11
12
11
12
9
12
12
12
11
12
11
12
7
12
12
11
12
11
12
11
7
12
12
12
12
12
12
13
9
13
12
12
12
12
11
12
9
11
12
12
11
11
10
12
11
11
11
11
11
11
12
12
9
11
11
11
12
13
12
12
8
12
13
13
11
12
10
11
9
12
12
12
11
11
11
11
9
11
12
11
11
11
11
11
9
11
11
11
10
10
12
12
6
12
11
11
11
11
10
11
7
10
10
11
11
11
11
12
9
12
11
12
12
13
12
13
8
11
12
13
12
11
11
11
8
11
10
11
11
11
11
12
6
11
11
11
11
12
10
11
8
11
12
11
12
11
11
11
9
11
11
12
12
11
11
11
9
12
11
11
11
11
11
10
9
11
11
10
11
11
10
10
7
11
11
11
12
11
10
10
7
10
10
10
10
10
10
10
10
10
11
11
11
11
10
9
8
8
9
7
11
13
13
13
5
14
14
14
14
14
13
10
7
13
13
13
13
13
13
13
8
13
13
13
13
13
13
13
8
13
13
13
13
13
13
13
13
8
12
13
13
13
12
12
13
13
7
13
13
13
13
13
13
13
13
9
13
13
13
13
13
13
13
13
10
13
13
13
13
13
13
13
13
8
13
13
13
13
13
13
13
12
9
13
13
13
13
13
13
12
12
9
12
12
12
12
13
13
13
13
6
13
13
13
13
13
13
13
13
5
13
13
13
13
13
13
12
12
6
12
12
12
12
12
13
12
12
3
11
13
13
13
13
13
14
13
3
14
14
14
14
14
14
14
14
3
14
14
14
14
14
14
14
14
3
14
14
13
14
14
14
14
13
2
14
14
14
14
14
14
14
2
14
14
14
14
14
14
14
1
14
14
14
14
14
14
14
1
14
14
14
14
14
14
14
1
14
14
14
14
14
14
14
1
14
14
14
14
14
13
12
1
12
12
12
12
13
12
12
1
13
12
12
12
12
12
8
1
10
10
10
10
10
10
10
1
10
10
11
11
10
10
11
6
10
10
10
10
10
10
10
1
10
10
10
10
10
11
11
1
10
10
10
10
10
10
10
1
10
10
10
10
10
10
11
1
12
13
12
12
12
13
13
1
13
13
13
13
13
13
13
1
13
13
12
13
13
12
13
1
13
13
13
13
13
13
9
1
11
10
10
10
10
11
10
6
11
6
11
11
11
11
11
11
12
11
12
11
12
12
11
12
12
11
11
10
10
9
8
8
8
10
13
14
14
14
13
13
14
14
14
14
14
14
13
14
14
14
14
14
14
14
14
14
11
13
13
13
13
13
13
13
13
11
12
12
13
13
13
13
13
12
12
11
11
11
11
10
12
11
10
10
12
11
11
11
11
11
11
11
11
11
10
11
11
11
11
11
12
12
11
11
11
11
11
10
11
11
11
11
11
11
11
10
11
12
11
11
11
11
12
10
12
12
11
12
11
11
11
11
12
11
11
12
12
12
11
12
11
11
11
12
10
11
11
11
11
12
12
11
11
12
11
12
12
12
12
12
12
12
13
11
11
11
11
11
12
12
12
12
12
12
12
12
12
13
13
13
12
11
12
12
12
13
11
11
11
12
13
13
12
13
13
13
13
13
11
12
12
13
13
13
12
13
13
12
11
11
11
11
13
13
12
12
13
13
13
12
12
13
12
11
10
10
10
10
10
10
10
10
11
11
12
12
11
12
10
12
12
12
12
12
11
12
12
12
13
13
12
13
12
12
13
12
12
11
12
12
12
12
11
11
11
12
11
11
12
12
13
12
13
12
12
13
12
13
12
12
11
11
11
11
12
12
12
11
12
12
12
12
11
12
11
12
11
14
11
11
9
11
11
11
11
10
12
8
10
10
10
10
11
9
9
7
7
6
6
7
7
7
7
7
7
7
7
6
7
9
7
7
8
7
8
8
5
5
3
3
2
2
5
6
7
7
8
7
7
7
8
6
5
5
5
6
6
5
5
5
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
13
13
11
13
13
13
13
12
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
14
13
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
14
13
13
13
13
13
13
13
12
13
13
13
13
13
13
13
13
13
13
12
12
12
12
12
12
12
12
12
12
13
12
13
12
13
13
13
13
13
12
12
13
13
13
13
13
13
13
13
5
12
13
12
13
13
13
13
7
13
13
13
13
13
13
13
9
13
13
13
13
13
13
13
10
12
12
12
13
12
12
13
9
12
13
13
13
13
13
13
9
12
13
13
12
13
13
13
7
12
13
12
12
12
13
12
5
12
12
12
13
12
13
13
9
12
13
12
12
12
13
13
8
13
13
