CQI
10
11
11
11
11
10
13
8
11
10
6
9
10
9
10
13
11
11
10
10
11
13
12
12
11
13
12
12
10
14
12
12
13
14
14
14
13
12
12
11
12
13
12
9
10
12
10
10
12
13
12
13
11
11
13
12
13
12
13
12
12
11
8
10
11
10
10
11
1
1
1
1
1
1
1
1
1
1
1
1
1
6
6
6
6
5
5
8
4
7
6
7
6
5
5
1
1
1
1
1
3
2
2
4
3
1
2
1
1
2
3
1
3
3
3
1
1
2
4
2
3
2
4
1
2
1
3
2
1
1
3
2
4
2
3
1
2
1
3
3
1
4
2
3
3
3
3
3
3
4
3
3
3
3
4
3
3
3
2
3
3
3
3
3
2
2
4
3
3
3
4
3
2
1
2
2
1
1
1
1
2
2
1
1
1
1
2
1
1
1
2
2
1
2
1
1
2
1
1
2
2
2
1
1
1
1
1
1
1
1
2
1
1
3
3
3
3
2
3
3
3
1
1
1
1
1
1
1
1
1
1
2
1
2
1
1
2
1
1
2
2
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
2
2
2
1
1
1
1
1
2
2
2
3
1
3
3
3
3
4
1
1
1
1
1
1
1
1
1
