,TimeStamp,SNR,RAT
0,1622328077.098,4.365,NR
1,1622328077.418,6.77,NR
2,1622328077.738,7.57,NR
3,1622328078.058,8.615,NR
4,1622328078.378,6.790000000000001,NR
5,1622328078.698,6.295,NR
6,1622328079.018,6.97,NR
7,1622328079.341,9.425,NR
8,1622328079.655,13.675,NR
9,1622328079.749,7.259999999999999,NR
10,1622328079.814,9.1325,NR
11,1622328079.906,0.11333333333333344,NR
12,1622328079.986,6.636666666666666,NR
13,1622328080.066,6.376666666666666,NR
14,1622328080.146,7.133333333333333,NR
15,1622328080.225,6.8566666666666665,NR
16,1622328080.305,2.766666666666666,NR
17,1622328080.386,3.4933333333333336,NR
18,1622328080.466,0.47000000000000003,NR
19,1622328080.546,-5.256666666666667,NR
20,1622328080.626,-6.3066666666666675,NR
21,1622328080.706,-4.6433333333333335,NR
22,1622328080.786,-9.340000000000002,NR
23,1622328080.866,-7.63,NR
24,1622328080.898,-3.69,NR
25,1622328080.92,-3.69,NR
26,1622328081.009,-1.1875,NR
27,1622328081.089,-0.39249999999999996,NR
28,1622328081.169,-1.5650000000000002,NR
29,1622328081.249,2.17,NR
30,1622328081.329,0.3850000000000001,NR
31,1622328081.409,1.3474999999999997,NR
32,1622328081.521,1.3474999999999997,NR
33,1622328081.542,1.3474999999999997,NR
34,1622328081.595,-13.64,NR
35,1622328081.688,8.1075,NR
36,1622328081.768,2.9225000000000003,NR
37,1622328081.848,4.7325,NR
38,1622328081.928,5.989999999999999,NR
39,1622328082.008,3.69,NR
40,1622328082.088,3.04,NR
41,1622328082.151,3.2175000000000002,NR
42,1622328082.179,3.2175000000000002,NR
43,1622328082.236,3.2175000000000002,NR
44,1622328082.329,3.035,NR
45,1622328082.409,5.505,NR
46,1622328082.49,2.8875,NR
47,1622328082.569,-3.3975,NR
48,1622328082.649,1.4949999999999999,NR
49,1622328082.729,0.5924999999999998,NR
50,1622328082.809,-4.3475,NR
51,1622328082.889,-1.9374999999999998,NR
52,1622328082.969,-0.7,NR
53,1622328083.049,3.8325000000000005,NR
54,1622328083.129,2.4325,NR
55,1622328083.21,1.1250000000000002,NR
56,1622328083.214,1.1250000000000002,NR
57,1622328083.227,1.1250000000000002,NR
58,1622328083.261,1.1250000000000002,NR
59,1622328083.282,1.1250000000000002,NR
60,1622328083.334,-1.2299999999999998,NR
61,1622328083.428,3.1025,NR
62,1622328083.507,3.5900000000000003,NR
63,1622328083.587,-1.8050000000000002,NR
64,1622328083.667,3.0549999999999997,NR
65,1622328083.747,3.1225,NR
66,1622328083.827,1.3125000000000002,NR
67,1622328083.907,1.9024999999999999,NR
68,1622328083.987,1.2475,NR
69,1622328084.068,-2.85,NR
70,1622328084.147,-1.2824999999999995,NR
71,1622328084.227,-3.939999999999999,NR
72,1622328084.306,-1.1775000000000004,NR
73,1622328084.333,-1.1775000000000004,NR
74,1622328084.355,-1.1775000000000004,NR
75,1622328084.459,-6.6,NR
76,1622328084.556,4.615,NR
77,1622328084.558,4.615,NR
78,1622328084.58,4.615,NR
79,1622328084.633,6.0,NR
80,1622328084.727,0.30000000000000004,NR
81,1622328084.78,-1.2525,NR
82,1622328084.871,-1.2025,NR
83,1622328084.951,-5.7,NR
84,1622328085.031,-4.8575,NR
85,1622328085.112,-4.5475,NR
86,1622328085.146,-2.6675,NR
87,1622328085.168,-2.6675,NR
88,1622328085.257,-5.890000000000001,NR
89,1622328085.337,-7.35,NR
90,1622328085.416,5.9625,NR
91,1622328085.497,5.977499999999999,NR
92,1622328085.577,-4.6025,NR
93,1622328085.656,9.409999999999998,NR
94,1622328085.737,7.0625,NR
95,1622328085.817,5.11,NR
96,1622328085.897,4.5825,NR
97,1622328085.977,9.7625,NR
98,1622328086.057,2.1975,NR
99,1622328086.137,9.155,NR
100,1622328086.217,12.32,NR
101,1622328086.296,9.845,NR
102,1622328086.377,10.4225,NR
103,1622328086.457,13.21,NR
104,1622328086.537,8.5175,NR
105,1622328086.617,15.469999999999999,NR
106,1622328086.697,7.4350000000000005,NR
107,1622328086.777,8.825,NR
108,1622328086.857,7.78,NR
109,1622328086.937,8.2775,NR
110,1622328087.017,5.452500000000001,NR
111,1622328087.097,8.26,NR
112,1622328087.177,9.905,NR
113,1622328087.257,9.6625,NR
114,1622328087.337,7.8575,NR
115,1622328087.417,8.4925,NR
116,1622328087.496,6.5725,NR
117,1622328087.577,3.5725000000000007,NR
118,1622328087.657,4.24,NR
119,1622328087.737,7.1499999999999995,NR
120,1622328087.816,6.859999999999999,NR
121,1622328087.897,3.1,NR
122,1622328087.976,0.805,NR
123,1622328088.057,4.895,NR
124,1622328088.137,2.9425,NR
125,1622328088.217,0.7224999999999999,NR
126,1622328088.248,0.9650000000000001,NR
127,1622328088.27,0.9650000000000001,NR
128,1622328088.359,12.254999999999999,NR
129,1622328088.438,15.9375,NR
130,1622328088.518,12.9575,NR
131,1622328088.598,14.1325,NR
132,1622328088.678,15.3125,NR
133,1622328088.758,19.1125,NR
134,1622328088.838,17.7825,NR
135,1622328088.918,17.7975,NR
136,1622328088.998,13.975,NR
137,1622328089.078,16.11,NR
138,1622328089.158,17.9425,NR
139,1622328089.238,18.4875,NR
140,1622328089.318,15.8725,NR
141,1622328089.398,14.9175,NR
142,1622328089.478,9.0725,NR
143,1622328089.558,14.0775,NR
144,1622328089.638,15.245,NR
145,1622328089.718,18.345,NR
146,1622328089.798,14.705,NR
147,1622328089.878,11.23,NR
148,1622328089.959,11.327499999999999,NR
149,1622328090.038,12.5425,NR
150,1622328090.118,10.745000000000001,NR
151,1622328090.198,12.7325,NR
152,1622328090.278,13.385,NR
153,1622328090.358,13.8825,NR
154,1622328090.438,10.817499999999999,NR
155,1622328090.518,13.215,NR
156,1622328090.598,12.809999999999999,NR
157,1622328090.678,12.65,NR
158,1622328090.758,9.6175,NR
159,1622328090.838,5.8225,NR
160,1622328090.918,7.08,NR
161,1622328090.998,7.202500000000001,NR
162,1622328091.078,7.27,NR
163,1622328091.158,8.120000000000001,NR
164,1622328091.238,6.035,NR
165,1622328091.319,8.07,NR
166,1622328091.398,4.995,NR
167,1622328091.429,5.615,NR
168,1622328091.451,5.615,NR
169,1622328091.539,-1.165,NR
170,1622328091.619,-2.7700000000000005,NR
171,1622328091.699,-3.3375,NR
172,1622328091.779,0.885,NR
173,1622328091.859,-0.6875,NR
174,1622328091.939,-0.03500000000000003,NR
175,1622328092.019,-0.41750000000000026,NR
176,1622328092.099,-0.22999999999999998,NR
177,1622328092.179,0.8099999999999998,NR
178,1622328092.259,2.655,NR
179,1622328092.339,3.4825,NR
180,1622328092.419,1.0950000000000002,NR
181,1622328092.499,-1.06,NR
182,1622328092.579,1.8850000000000002,NR
183,1622328092.659,0.7975000000000001,NR
184,1622328092.739,0.25999999999999995,NR
185,1622328092.819,-2.6950000000000003,NR
186,1622328092.899,-3.84,NR
187,1622328092.979,-3.0149999999999997,NR
188,1622328093.059,-10.1425,NR
189,1622328093.139,-9.4675,NR
190,1622328093.219,-11.5525,NR
191,1622328093.299,-12.44,NR
192,1622328093.379,-14.08,NR
193,1622328093.459,-5.817499999999999,NR
194,1622328093.539,-7.9025,NR
195,1622328093.619,-6.1,NR
196,1622328093.699,-7.715,NR
197,1622328093.779,-14.280000000000001,NR
198,1622328093.859,-10.944999999999999,NR
199,1622328093.939,-16.25,NR
200,1622328094.019,-6.0075,NR
201,1622328094.072,-4.753333333333334,NR
202,1622328094.094,-4.753333333333334,NR
203,1622328094.182,-4.933333333333334,NR
204,1622328094.262,-11.589999999999998,NR
205,1622328094.342,-4.305,NR
