,TimeStamp,SNR,RAT
0,1622038229.211,5.699999999999999,NR
1,1622038229.228,6.0649999999999995,NR
2,1622038229.468,4.27,NR
3,1622038230.082,8.365,NR
4,1622038231.362,4.3,NR
5,1622038232.642,9.09,NR
6,1622038233.922,2.6599999999999997,NR
7,1622038233.973,5.0,NR
8,1622038234.067,7.015000000000001,NR
9,1622038234.087,7.015000000000001,NR
10,1622038234.174,6.8925,NR
11,1622038234.254,7.3125,NR
12,1622038234.334,10.875,NR
13,1622038234.414,7.8575,NR
14,1622038234.494,13.187499999999998,NR
15,1622038234.574,7.9025,NR
16,1622038234.654,8.995000000000001,NR
17,1622038234.734,14.355,NR
18,1622038234.814,11.962499999999999,NR
19,1622038234.894,15.947499999999998,NR
20,1622038234.974,9.1825,NR
21,1622038235.054,8.5075,NR
22,1622038235.134,9.4975,NR
23,1622038235.214,15.3425,NR
24,1622038235.294,17.3175,NR
25,1622038235.374,21.5075,NR
26,1622038235.454,22.43,NR
27,1622038235.534,20.224999999999998,NR
28,1622038235.614,21.9275,NR
29,1622038235.694,21.9025,NR
30,1622038235.774,18.4725,NR
31,1622038235.854,21.424999999999997,NR
32,1622038235.934,15.600000000000001,NR
33,1622038236.014,20.78,NR
34,1622038236.094,21.595,NR
35,1622038236.174,17.82,NR
36,1622038236.254,22.5775,NR
37,1622038236.334,18.31,NR
38,1622038236.414,19.6125,NR
39,1622038236.494,18.6725,NR
40,1622038236.574,15.385,NR
41,1622038236.654,18.849999999999998,NR
42,1622038236.734,21.195,NR
43,1622038236.814,23.852500000000003,NR
44,1622038236.894,23.5025,NR
45,1622038236.974,23.5325,NR
46,1622038237.054,22.2725,NR
47,1622038237.134,22.9775,NR
48,1622038237.214,23.7325,NR
49,1622038237.294,21.985,NR
50,1622038237.374,23.5825,NR
51,1622038237.454,23.532500000000002,NR
52,1622038237.534,26.1325,NR
53,1622038237.614,25.052500000000002,NR
54,1622038237.694,26.6025,NR
55,1622038237.774,24.807499999999997,NR
56,1622038237.854,23.885,NR
57,1622038237.934,24.175,NR
58,1622038238.014,20.67,NR
59,1622038238.094,16.43,NR
60,1622038238.174,20.825000000000003,NR
61,1622038238.254,22.6175,NR
62,1622038238.334,22.625,NR
63,1622038238.414,23.2075,NR
64,1622038238.494,25.7375,NR
65,1622038238.574,23.3675,NR
66,1622038238.654,23.479999999999997,NR
67,1622038238.734,19.695,NR
68,1622038238.814,18.725,NR
69,1622038238.894,23.522499999999997,NR
70,1622038238.974,20.085,NR
71,1622038239.054,20.71,NR
72,1622038239.134,20.3125,NR
73,1622038239.214,18.869999999999997,NR
74,1622038239.294,18.375,NR
75,1622038239.374,18.7175,NR
76,1622038239.454,18.505,NR
