CQI
11
8
10
11
11
8
10
10
10
10
10
12
10
11
9
11
10
9
9
9
9
8
7
8
10
10
11
11
12
11
12
11
12
12
12
12
13
13
12
12
11
11
12
13
13
13
13
13
