,TimeStamp,SNR,RAT
0,1615697224.33,6.312499999999999,NR
1,1615697224.41,5.9750000000000005,NR
2,1615697224.49,6.915,NR
3,1615697224.57,6.8125,NR
4,1615697224.65,7.3725000000000005,NR
5,1615697224.73,6.822500000000001,NR
6,1615697224.81,7.6275,NR
7,1615697224.89,7.7875,NR
8,1615697224.97,7.4825,NR
9,1615697225.05,8.5325,NR
10,1615697225.13,7.8,NR
11,1615697225.21,8.344999999999999,NR
12,1615697395.748,-13.62,NR
13,1615697395.828,-12.3125,NR
14,1615697395.908,-17.05,NR
15,1615697395.988,-16.3075,NR
16,1615697396.068,-15.285,NR
17,1615697396.148,-15.544999999999998,NR
18,1615697396.228,-14.17,NR
19,1615697396.308,-15.3175,NR
20,1615697396.388,-15.84,NR
21,1615697396.468,-15.575,NR
22,1615697396.548,-15.067499999999999,NR
23,1615697396.628,-15.57,NR
24,1615697396.708,-14.7425,NR
25,1615697396.788,-14.9025,NR
26,1615697396.868,-13.595,NR
27,1615697396.948,-12.95,NR
28,1615697397.028,-15.575,NR
29,1615697397.108,-15.877500000000001,NR
30,1615697397.188,-14.174999999999997,NR
31,1615697397.268,-14.819999999999999,NR
32,1615697397.348,-13.77,NR
33,1615697397.428,-14.065,NR
34,1615697397.508,-17.6825,NR
35,1615697397.588,-16.9625,NR
36,1615697397.668,-15.262500000000001,NR
37,1615697397.748,-14.209999999999999,NR
38,1615697397.828,-13.515,NR
39,1615697397.908,-13.445,NR
40,1615697397.988,-15.49,NR
41,1615697398.068,-13.655000000000001,NR
42,1615697398.148,-13.4875,NR
43,1615697398.228,-14.83,NR
44,1615697398.308,-13.292499999999999,NR
45,1615697398.388,-18.77,NR
46,1615697398.468,-16.6375,NR
47,1615697398.548,-16.5425,NR
48,1615697398.628,-14.995000000000001,NR
49,1615697398.708,-15.205,NR
50,1615697398.788,-14.4875,NR
51,1615697398.868,-14.412500000000001,NR
52,1615697398.948,-16.052500000000002,NR
53,1615697399.028,-14.935,NR
54,1615697399.108,-13.7275,NR
55,1615697399.188,-15.6975,NR
56,1615697399.268,-15.007499999999999,NR
