,TimeStamp,SNR,RAT
0,1622327724.725,20.490000000000002,NR
1,1622327724.805,23.2975,NR
2,1622327724.885,23.07,NR
3,1622327724.965,15.694999999999999,NR
4,1622327725.045,23.7,NR
5,1622327725.125,19.94,NR
6,1622327725.205,20.994999999999997,NR
7,1622327725.285,19.395,NR
8,1622327725.365,15.675,NR
9,1622327725.445,14.725,NR
10,1622327725.525,19.775,NR
11,1622327725.605,21.1175,NR
12,1622327725.685,18.53,NR
13,1622327725.765,16.5225,NR
14,1622327725.845,17.369999999999997,NR
15,1622327725.925,17.05,NR
16,1622327726.005,16.252499999999998,NR
17,1622327726.085,18.622500000000002,NR
18,1622327726.165,21.255,NR
19,1622327726.245,19.119999999999997,NR
20,1622327726.325,11.555,NR
21,1622327726.405,12.24,NR
22,1622327726.485,20.5475,NR
23,1622327726.565,17.74,NR
24,1622327726.645,21.175,NR
25,1622327726.725,22.2325,NR
26,1622327726.805,16.0275,NR
27,1622327726.885,21.987499999999997,NR
28,1622327726.965,24.37,NR
29,1622327727.045,14.2825,NR
30,1622327727.125,20.955000000000002,NR
31,1622327727.205,16.1675,NR
32,1622327727.285,10.405000000000001,NR
33,1622327727.365,12.06,NR
34,1622327727.445,9.9525,NR
35,1622327727.525,9.622499999999999,NR
36,1622327727.605,15.41,NR
37,1622327727.685,17.89,NR
38,1622327727.765,22.0675,NR
39,1622327727.845,23.8075,NR
40,1622327727.925,23.582500000000003,NR
41,1622327728.005,21.972500000000004,NR
42,1622327728.085,18.77,NR
43,1622327728.165,17.71,NR
44,1622327728.245,22.03,NR
45,1622327728.325,17.82,NR
46,1622327728.405,19.0825,NR
47,1622327728.485,20.045,NR
48,1622327728.565,16.3675,NR
49,1622327728.645,15.69,NR
50,1622327728.725,20.939999999999998,NR
51,1622327728.805,15.43,NR
52,1622327728.885,19.07,NR
53,1622327728.965,18.015,NR
54,1622327729.045,20.325,NR
55,1622327729.125,18.259999999999998,NR
56,1622327729.205,24.855,NR
57,1622327729.285,17.775,NR
58,1622327729.365,17.94,NR
59,1622327729.445,23.115000000000002,NR
60,1622327729.525,20.784999999999997,NR
61,1622327729.605,16.79,NR
62,1622327729.685,17.335,NR
63,1622327729.765,17.2675,NR
64,1622327729.845,25.3925,NR
65,1622327729.925,19.56,NR
66,1622327730.005,18.595,NR
67,1622327730.085,19.0025,NR
68,1622327730.165,18.695,NR
69,1622327730.245,17.455,NR
70,1622327730.325,21.2325,NR
71,1622327730.405,15.1325,NR
72,1622327730.485,20.77,NR
73,1622327730.565,21.232499999999998,NR
74,1622327730.645,21.4,NR
75,1622327730.725,20.0125,NR
76,1622327730.805,14.02,NR
77,1622327730.885,20.51,NR
78,1622327730.965,18.252499999999998,NR
79,1622327731.045,17.05,NR
80,1622327731.125,18.34,NR
81,1622327731.205,18.67,NR
82,1622327731.285,19.42,NR
83,1622327731.365,15.575,NR
84,1622327731.445,15.4425,NR
85,1622327731.525,17.82,NR
86,1622327731.605,16.61,NR
87,1622327731.685,15.659999999999998,NR
88,1622327731.765,15.37,NR
89,1622327731.845,19.490000000000002,NR
90,1622327731.925,17.155,NR
91,1622327732.005,19.875,NR
92,1622327732.085,18.525,NR
93,1622327732.165,15.4075,NR
94,1622327732.245,20.25,NR
95,1622327732.325,19.615000000000002,NR
96,1622327732.405,15.865,NR
97,1622327732.485,20.509999999999998,NR
98,1622327732.565,16.95,NR
99,1622327732.645,21.425,NR
100,1622327732.725,20.59,NR
101,1622327732.805,21.294999999999998,NR
102,1622327732.885,17.5875,NR
103,1622327732.965,17.4075,NR
104,1622327733.045,18.724999999999998,NR
105,1622327733.125,19.895000000000003,NR
106,1622327733.205,23.12,NR
107,1622327733.285,17.810000000000002,NR
108,1622327733.365,17.682499999999997,NR
109,1622327733.445,18.51,NR
110,1622327733.525,19.0,NR
111,1622327733.605,18.1375,NR
112,1622327733.685,16.12,NR
113,1622327733.765,21.4075,NR
114,1622327733.845,19.025,NR
115,1622327733.925,19.0525,NR
116,1622327734.005,19.955,NR
117,1622327734.085,25.225,NR
118,1622327734.165,22.8675,NR
119,1622327734.245,23.1575,NR
120,1622327734.325,19.8625,NR
121,1622327734.405,19.7875,NR
122,1622327734.485,26.9925,NR
123,1622327734.565,23.152500000000003,NR
124,1622327734.645,19.997500000000002,NR
125,1622327734.725,22.765,NR
126,1622327734.805,16.9575,NR
127,1622327734.885,19.46,NR
128,1622327734.965,14.805,NR
129,1622327735.045,17.740000000000002,NR
130,1622327735.125,16.185,NR
131,1622327735.205,14.2525,NR
132,1622327735.285,20.065,NR
133,1622327735.365,16.4875,NR
134,1622327735.445,13.7925,NR
135,1622327735.525,20.697499999999998,NR
136,1622327735.605,15.975,NR
137,1622327735.685,19.86,NR
138,1622327735.765,21.9025,NR
139,1622327735.845,23.685,NR
140,1622327735.925,17.9,NR
141,1622327736.005,19.57,NR
142,1622327736.085,17.482499999999998,NR
143,1622327736.165,17.53,NR
144,1622327736.245,17.669999999999998,NR
145,1622327736.325,17.009999999999998,NR
146,1622327736.405,23.022499999999997,NR
147,1622327736.485,21.017500000000002,NR
148,1622327736.565,24.66,NR
149,1622327736.645,19.9,NR
150,1622327736.725,20.61,NR
151,1622327736.805,17.9425,NR
152,1622327736.885,17.5875,NR
153,1622327736.965,19.3075,NR
154,1622327737.045,17.4,NR
155,1622327737.125,17.6475,NR
156,1622327737.205,21.337500000000002,NR
157,1622327737.285,24.990000000000002,NR
158,1622327737.365,20.7925,NR
159,1622327737.445,18.6525,NR
160,1622327737.525,23.147499999999997,NR
161,1622327737.605,21.7725,NR
162,1622327737.685,16.4525,NR
163,1622327737.765,17.355,NR
164,1622327737.845,21.525,NR
165,1622327737.925,21.689999999999998,NR
166,1622327738.005,19.232499999999998,NR
167,1622327738.085,21.2225,NR
168,1622327738.165,17.4975,NR
169,1622327738.245,21.7675,NR
170,1622327738.325,16.6125,NR
171,1622327738.405,21.16,NR
172,1622327738.485,20.015,NR
173,1622327738.565,18.945,NR
174,1622327738.645,19.5125,NR
175,1622327738.725,23.5175,NR
176,1622327738.805,18.322499999999998,NR
177,1622327738.885,20.557499999999997,NR
178,1622327738.965,18.6775,NR
179,1622327739.045,17.307499999999997,NR
180,1622327739.125,19.09,NR
181,1622327739.205,24.7175,NR
182,1622327739.285,21.0225,NR
183,1622327739.365,25.362500000000004,NR
184,1622327739.445,19.2825,NR
185,1622327739.525,18.765,NR
186,1622327739.605,25.8575,NR
187,1622327739.685,18.3625,NR
188,1622327739.765,19.3575,NR
189,1622327739.845,22.150000000000002,NR
190,1622327739.925,20.27,NR
191,1622327740.005,26.7725,NR
192,1622327740.085,21.064999999999998,NR
193,1622327740.165,26.765,NR
194,1622327740.245,21.107499999999998,NR
195,1622327740.325,20.225,NR
196,1622327740.405,19.5175,NR
197,1622327740.485,19.185,NR
198,1622327740.565,23.955,NR
199,1622327740.645,24.012500000000003,NR
200,1622327740.725,22.115000000000002,NR
201,1622327740.805,25.647499999999997,NR
202,1622327740.885,23.1025,NR
203,1622327740.965,23.2625,NR
204,1622327741.045,18.9625,NR
205,1622327741.125,20.185000000000002,NR
206,1622327741.205,17.5925,NR
207,1622327741.285,22.4125,NR
208,1622327741.365,21.66,NR
209,1622327741.445,22.325,NR
210,1622327741.525,23.22,NR
211,1622327741.605,23.8075,NR
212,1622327741.685,20.3425,NR
213,1622327741.765,17.535,NR
214,1622327741.845,18.759999999999998,NR
215,1622327741.925,26.5475,NR
216,1622327742.005,24.5625,NR
217,1622327742.085,26.720000000000002,NR
218,1622327742.165,21.925,NR
219,1622327742.245,20.0775,NR
220,1622327742.325,19.8125,NR
221,1622327742.405,27.545,NR
222,1622327742.485,24.9375,NR
223,1622327742.565,20.9,NR
224,1622327742.645,24.725,NR
225,1622327742.725,26.08,NR
226,1622327742.805,21.567500000000003,NR
227,1622327742.885,21.91,NR
228,1622327742.965,18.314999999999998,NR
229,1622327743.045,20.802500000000002,NR
230,1622327743.125,19.049999999999997,NR
231,1622327743.205,19.947499999999998,NR
232,1622327743.285,22.5625,NR
233,1622327743.365,19.5725,NR
234,1622327743.445,26.4875,NR
235,1622327743.525,21.0225,NR
236,1622327743.605,22.5275,NR
237,1622327743.685,18.4575,NR
238,1622327743.765,17.1775,NR
239,1622327743.845,18.7175,NR
240,1622327743.925,18.2925,NR
241,1622327744.005,21.68,NR
242,1622327744.085,19.685000000000002,NR
243,1622327744.165,24.384999999999998,NR
244,1622327744.245,23.47,NR
245,1622327744.325,25.8975,NR
246,1622327744.405,21.5075,NR
247,1622327744.485,17.252499999999998,NR
248,1622327744.565,16.96,NR
249,1622327744.645,21.3075,NR
250,1622327744.725,19.572499999999998,NR
251,1622327744.805,23.105,NR
252,1622327744.885,21.325,NR
253,1622327744.965,20.08,NR
254,1622327745.045,18.4425,NR
255,1622327745.125,22.807499999999997,NR
256,1622327745.205,18.182499999999997,NR
257,1622327745.285,23.085,NR
258,1622327745.365,20.015,NR
259,1622327745.445,17.39,NR
260,1622327745.525,24.6075,NR
261,1622327745.605,21.895,NR
262,1622327745.685,25.195,NR
263,1622327745.765,20.0875,NR
264,1622327745.845,22.5025,NR
265,1622327745.925,17.5625,NR
266,1622327746.005,23.077499999999997,NR
267,1622327746.085,20.025,NR
268,1622327746.165,23.470000000000002,NR
269,1622327746.245,19.63,NR
270,1622327746.325,24.310000000000002,NR
271,1622327746.405,20.215,NR
272,1622327746.485,16.197499999999998,NR
273,1622327746.565,21.787499999999998,NR
274,1622327746.645,18.2075,NR
275,1622327746.725,27.4075,NR
276,1622327746.805,24.655,NR
277,1622327746.885,22.73,NR
278,1622327746.965,23.0025,NR
279,1622327747.045,21.465,NR
280,1622327747.125,24.384999999999998,NR
281,1622327747.205,22.205,NR
282,1622327747.285,20.982499999999998,NR
283,1622327747.365,19.8725,NR
284,1622327747.445,20.057499999999997,NR
285,1622327747.525,24.03,NR
286,1622327747.605,22.0325,NR
287,1622327747.685,19.4075,NR
288,1622327747.765,21.5825,NR
289,1622327747.845,18.945,NR
290,1622327747.925,25.1375,NR
291,1622327748.005,17.805,NR
292,1622327748.085,19.605,NR
293,1622327748.165,20.035,NR
294,1622327748.245,25.4475,NR
295,1622327748.325,19.967499999999998,NR
296,1622327748.405,20.8675,NR
297,1622327748.485,20.5025,NR
298,1622327748.565,19.6075,NR
299,1622327748.645,21.8225,NR
300,1622327748.725,21.4175,NR
301,1622327748.805,21.64,NR
302,1622327748.885,21.9975,NR
303,1622327748.965,22.9675,NR
304,1622327749.045,20.6525,NR
305,1622327749.125,22.155,NR
306,1622327749.205,20.31,NR
307,1622327749.285,17.5175,NR
308,1622327749.365,18.740000000000002,NR
309,1622327749.445,20.142500000000002,NR
310,1622327749.525,17.427500000000002,NR
311,1622327749.605,18.915,NR
312,1622327749.685,22.285,NR
313,1622327749.765,18.4225,NR
314,1622327749.845,20.91,NR
315,1622327749.925,18.9675,NR
316,1622327750.005,24.642500000000002,NR
317,1622327750.085,25.285,NR
318,1622327750.165,19.26,NR
319,1622327750.245,22.7825,NR
320,1622327750.325,18.852500000000003,NR
321,1622327750.405,18.69,NR
322,1622327750.485,21.1275,NR
