,TimeStamp,SNR,RAT
0,1622327857.084,22.1775,NR
1,1622327857.164,20.1125,NR
2,1622327857.244,23.725,NR
3,1622327857.324,27.044999999999998,NR
4,1622327857.404,23.025000000000002,NR
5,1622327857.484,20.244999999999997,NR
6,1622327857.564,21.835,NR
7,1622327857.644,21.662499999999998,NR
8,1622327857.724,23.557499999999997,NR
9,1622327857.804,19.802500000000002,NR
10,1622327857.884,22.345,NR
11,1622327857.964,21.03,NR
12,1622327858.044,23.162499999999998,NR
13,1622327858.124,16.619999999999997,NR
14,1622327858.204,24.9675,NR
15,1622327858.284,17.735,NR
16,1622327858.364,19.1075,NR
17,1622327858.444,17.145000000000003,NR
18,1622327858.524,27.59,NR
19,1622327858.604,26.97,NR
20,1622327858.684,24.922500000000003,NR
21,1622327858.764,22.025,NR
22,1622327858.844,23.027500000000003,NR
23,1622327858.924,22.5175,NR
24,1622327859.004,23.155,NR
25,1622327859.084,15.835,NR
26,1622327859.164,22.0825,NR
27,1622327859.244,21.632499999999997,NR
28,1622327859.324,18.71,NR
29,1622327859.404,19.740000000000002,NR
30,1622327859.484,25.1875,NR
31,1622327859.564,19.3725,NR
32,1622327859.644,21.1825,NR
33,1622327859.724,18.415,NR
34,1622327859.804,19.884999999999998,NR
35,1622327859.884,16.66,NR
36,1622327859.964,19.5675,NR
37,1622327860.044,19.9525,NR
38,1622327860.124,16.947499999999998,NR
39,1622327860.204,20.072499999999998,NR
40,1622327860.284,16.275,NR
41,1622327860.364,17.9775,NR
42,1622327860.444,18.932499999999997,NR
43,1622327860.524,20.7175,NR
44,1622327860.604,15.7875,NR
45,1622327860.684,14.5925,NR
46,1622327860.764,14.802499999999998,NR
47,1622327860.844,11.209999999999999,NR
48,1622327860.924,10.4175,NR
49,1622327861.004,7.55,NR
50,1622327861.084,11.455,NR
51,1622327861.164,8.6475,NR
52,1622327861.244,4.43,NR
53,1622327861.324,5.172499999999999,NR
54,1622327861.404,5.885,NR
55,1622327861.484,3.755,NR
56,1622327861.564,2.8075,NR
57,1622327861.644,4.282500000000001,NR
58,1622327861.724,9.205,NR
59,1622327861.804,18.642500000000002,NR
60,1622327861.884,23.2025,NR
61,1622327861.964,19.917499999999997,NR
62,1622327862.044,23.66,NR
63,1622327862.124,20.52,NR
64,1622327862.204,19.1975,NR
65,1622327862.284,22.212500000000002,NR
66,1622327862.364,23.535,NR
67,1622327862.444,21.145,NR
68,1622327862.524,19.27,NR
69,1622327862.604,20.42,NR
70,1622327862.684,16.045,NR
71,1622327862.764,23.1525,NR
72,1622327862.844,22.1625,NR
73,1622327862.924,19.105,NR
74,1622327863.004,18.197499999999998,NR
75,1622327863.084,16.527499999999996,NR
76,1622327863.164,20.64,NR
77,1622327863.244,19.7775,NR
78,1622327863.324,22.5425,NR
79,1622327863.404,24.655,NR
80,1622327863.484,29.197499999999998,NR
81,1622327863.564,23.1525,NR
82,1622327863.644,26.064999999999998,NR
83,1622327863.724,21.2825,NR
84,1622327863.804,23.700000000000003,NR
85,1622327863.884,22.76,NR
86,1622327863.964,24.8425,NR
87,1622327864.044,24.0125,NR
88,1622327864.124,26.487499999999997,NR
89,1622327864.204,19.134999999999998,NR
90,1622327864.284,26.1075,NR
91,1622327864.364,22.395,NR
92,1622327864.444,24.2775,NR
93,1622327864.524,22.084999999999997,NR
94,1622327864.604,16.9075,NR
95,1622327864.684,20.52,NR
96,1622327864.764,24.002499999999998,NR
97,1622327864.844,26.8275,NR
98,1622327864.924,22.205,NR
99,1622327865.004,27.7425,NR
100,1622327865.084,12.540000000000001,NR
101,1622327865.164,19.805,NR
102,1622327865.244,23.4,NR
103,1622327865.324,21.845,NR
104,1622327865.404,21.349999999999998,NR
105,1622327865.484,23.72,NR
106,1622327865.564,22.8525,NR
107,1622327865.644,20.66,NR
108,1622327865.724,17.3475,NR
109,1622327865.804,24.6675,NR
110,1622327865.884,21.2875,NR
111,1622327865.964,23.375,NR
112,1622327866.044,21.6675,NR
113,1622327866.124,26.972499999999997,NR
114,1622327866.204,21.575,NR
115,1622327866.284,22.1475,NR
116,1622327866.364,17.395,NR
117,1622327866.444,22.335,NR
118,1622327866.524,20.145000000000003,NR
119,1622327866.604,22.9575,NR
120,1622327866.684,17.877499999999998,NR
121,1622327866.764,18.752499999999998,NR
122,1622327866.844,26.79,NR
123,1622327866.924,22.619999999999997,NR
124,1622327867.004,19.982499999999998,NR
125,1622327867.084,23.7875,NR
126,1622327867.164,21.805,NR
127,1622327867.244,23.8525,NR
128,1622327867.324,25.172499999999996,NR
129,1622327867.404,22.79,NR
130,1622327867.484,21.005,NR
131,1622327867.564,19.7675,NR
132,1622327867.644,21.79,NR
133,1622327867.724,21.1225,NR
134,1622327867.804,16.567500000000003,NR
135,1622327867.884,20.549999999999997,NR
136,1622327867.964,26.1725,NR
137,1622327868.044,24.305,NR
138,1622327868.124,18.515,NR
139,1622327868.204,20.91,NR
140,1622327868.284,16.5375,NR
141,1622327868.364,21.2675,NR
142,1622327868.444,20.41,NR
143,1622327868.524,27.807500000000005,NR
144,1622327868.604,23.29,NR
145,1622327868.684,18.62,NR
146,1622327868.764,19.9575,NR
147,1622327868.844,22.439999999999998,NR
148,1622327868.924,21.6475,NR
149,1622327869.004,21.085,NR
150,1622327869.084,20.255,NR
151,1622327869.164,17.625,NR
152,1622327869.244,16.875,NR
153,1622327869.324,16.2025,NR
154,1622327869.404,19.465,NR
155,1622327869.484,22.555,NR
156,1622327869.564,21.69,NR
157,1622327869.644,18.9925,NR
158,1622327869.724,20.572499999999998,NR
159,1622327869.804,22.3425,NR
