RDB0,RDB1,RDB2,RDB3,RDB4,RDB5,RDB6
13,10.0,11.0,,,7.0,14.0
13,6.0,11.0,,,10.0,13.0
13,5.0,11.0,,,10.0,13.0
13,7.0,11.0,,,7.0,11.0
12,6.0,11.0,,,8.0,11.0
13,9.0,10.0,,,9.0,14.0
13,7.0,11.0,,,7.0,14.0
13,6.0,11.0,,,8.0,13.0
13,7.0,11.0,,,9.0,13.0
10,4.0,11.0,,,7.0,13.0
10,6.0,11.0,,,8.0,12.0
13,3.0,11.0,,,9.0,11.0
13,4.0,11.0,,,6.0,10.0
13,4.0,11.0,,,7.0,11.0
13,4.0,11.0,,,6.0,10.0
13,6.0,11.0,,,5.0,12.0
13,7.0,10.0,,,8.0,13.0
13,3.0,10.0,,,7.0,12.0
13,4.0,10.0,,,6.0,11.0
13,2.0,10.0,,,6.0,12.0
13,2.0,10.0,,,7.0,10.0
10,3.0,10.0,,,6.0,10.0
10,3.0,10.0,,,6.0,10.0
11,3.0,10.0,,,6.0,11.0
12,2.0,10.0,,,6.0,10.0
12,2.0,10.0,,,8.0,10.0
13,4.0,10.0,,,7.0,10.0
12,6.0,10.0,,,9.0,10.0
13,3.0,10.0,,,6.0,10.0
13,3.0,10.0,,,8.0,8.0
12,3.0,9.0,,,7.0,10.0
12,2.0,10.0,,,9.0,10.0
11,3.0,10.0,,,8.0,8.0
10,4.0,10.0,,,9.0,8.0
9,4.0,10.0,,,8.0,9.0
10,3.0,9.0,,,7.0,9.0
10,3.0,10.0,,,9.0,8.0
13,3.0,10.0,,,7.0,8.0
12,3.0,10.0,,,7.0,7.0
12,3.0,10.0,,,8.0,7.0
12,4.0,10.0,,,7.0,10.0
12,5.0,10.0,,,6.0,9.0
12,5.0,9.0,,,8.0,10.0
10,2.0,10.0,,,7.0,9.0
11,4.0,10.0,,,8.0,9.0
11,3.0,10.0,,,8.0,9.0
11,5.0,11.0,,,8.0,8.0
12,7.0,11.0,,,7.0,8.0
11,3.0,10.0,,,10.0,9.0
10,5.0,11.0,,,9.0,8.0
12,5.0,10.0,,,10.0,6.0
13,6.0,10.0,,,8.0,6.0
13,6.0,10.0,,,8.0,5.0
13,8.0,10.0,,,8.0,6.0
13,7.0,10.0,,,9.0,5.0
12,8.0,10.0,,,8.0,5.0
13,5.0,10.0,,,8.0,6.0
13,5.0,10.0,,,9.0,5.0
13,9.0,11.0,,,8.0,5.0
13,9.0,11.0,,,10.0,5.0
12,8.0,11.0,,,9.0,5.0
11,7.0,11.0,,,9.0,5.0
11,8.0,11.0,,,9.0,5.0
10,7.0,11.0,,,10.0,5.0
12,9.0,10.0,,,9.0,5.0
13,6.0,10.0,,,10.0,5.0
12,7.0,10.0,,,10.0,5.0
12,7.0,11.0,,,10.0,5.0
12,8.0,11.0,,,10.0,3.0
12,9.0,11.0,,,11.0,4.0
12,7.0,10.0,,,10.0,4.0
12,8.0,11.0,,,11.0,4.0
12,8.0,10.0,,,10.0,4.0
12,10.0,10.0,,,10.0,5.0
12,10.0,10.0,,,10.0,5.0
11,11.0,11.0,,,8.0,5.0
11,11.0,11.0,,,8.0,5.0
10,10.0,12.0,,,7.0,6.0
12,10.0,11.0,,,8.0,6.0
11,12.0,13.0,,,10.0,6.0
11,11.0,12.0,,,10.0,5.0
11,12.0,11.0,,,10.0,5.0
1,10.0,12.0,,,10.0,7.0
12,11.0,11.0,,,11.0,5.0
13,10.0,11.0,,,11.0,5.0
12,10.0,11.0,,,11.0,4.0
14,10.0,13.0,,,11.0,5.0
13,11.0,12.0,,,11.0,4.0
13,8.0,13.0,,,10.0,4.0
13,12.0,12.0,,,12.0,3.0
12,12.0,11.0,,,11.0,3.0
12,10.0,11.0,,,12.0,3.0
11,12.0,11.0,,,12.0,4.0
12,11.0,12.0,,,12.0,3.0
12,11.0,11.0,,,12.0,3.0
13,13.0,11.0,,,12.0,3.0
13,13.0,11.0,,,12.0,3.0
13,13.0,11.0,,,12.0,3.0
13,13.0,12.0,,,8.0,6.0
12,13.0,12.0,,,13.0,7.0
13,12.0,11.0,,,13.0,7.0
12,10.0,11.0,,,14.0,7.0
12,12.0,11.0,,,13.0,7.0
13,13.0,11.0,,,13.0,8.0
13,12.0,11.0,,,14.0,7.0
13,13.0,11.0,,,13.0,7.0
13,14.0,10.0,,,13.0,6.0
12,12.0,11.0,,,13.0,5.0
13,13.0,11.0,,,12.0,5.0
14,13.0,11.0,,,13.0,4.0
13,13.0,11.0,,,13.0,4.0
13,13.0,11.0,,,14.0,3.0
14,13.0,11.0,,,13.0,3.0
14,13.0,11.0,,,12.0,3.0
14,13.0,11.0,,,13.0,3.0
13,10.0,11.0,,,13.0,3.0
13,10.0,11.0,,,14.0,3.0
13,10.0,11.0,,,11.0,3.0
13,13.0,10.0,,,10.0,3.0
13,13.0,11.0,,,13.0,3.0
14,13.0,12.0,,,11.0,3.0
13,13.0,11.0,,,11.0,3.0
11,12.0,12.0,,,12.0,3.0
11,12.0,10.0,,,11.0,3.0
11,11.0,9.0,,,11.0,3.0
13,13.0,11.0,,,10.0,3.0
13,12.0,10.0,,,12.0,2.0
13,13.0,10.0,,,11.0,2.0
13,13.0,11.0,,,11.0,2.0
13,13.0,10.0,,,10.0,2.0
13,13.0,10.0,,,10.0,2.0
13,13.0,10.0,,,10.0,2.0
13,12.0,10.0,,,10.0,2.0
13,13.0,10.0,,,10.0,2.0
12,11.0,11.0,,,9.0,2.0
12,12.0,10.0,,,11.0,4.0
12,13.0,11.0,,,10.0,4.0
13,12.0,11.0,,,8.0,4.0
12,13.0,11.0,,,8.0,4.0
13,11.0,11.0,,,7.0,5.0
13,12.0,11.0,,,7.0,5.0
12,12.0,10.0,,,8.0,5.0
13,12.0,11.0,,,9.0,5.0
12,12.0,11.0,,,9.0,5.0
12,11.0,11.0,,,10.0,5.0
12,9.0,10.0,,,9.0,5.0
12,11.0,11.0,,,8.0,6.0
12,11.0,11.0,,,10.0,6.0
11,12.0,11.0,,,10.0,7.0
12,12.0,11.0,,,9.0,8.0
11,12.0,11.0,,,9.0,9.0
12,10.0,10.0,,,8.0,9.0
12,10.0,10.0,,,10.0,10.0
12,11.0,10.0,,,8.0,8.0
12,11.0,10.0,,,9.0,9.0
12,10.0,10.0,,,9.0,9.0
12,9.0,11.0,,,9.0,7.0
12,11.0,10.0,,,8.0,6.0
12,11.0,11.0,,,8.0,7.0
12,11.0,10.0,,,8.0,7.0
12,,10.0,,,8.0,7.0
12,,11.0,,,9.0,7.0
12,,11.0,,,7.0,7.0
13,,11.0,,,9.0,8.0
11,,11.0,,,10.0,7.0
11,,11.0,,,7.0,6.0
10,,11.0,,,8.0,5.0
10,,10.0,,,6.0,5.0
11,,10.0,,,5.0,4.0
11,,10.0,,,5.0,5.0
11,,10.0,,,5.0,4.0
12,,11.0,,,7.0,5.0
12,,11.0,,,6.0,4.0
11,,11.0,,,6.0,5.0
11,,11.0,,,6.0,8.0
12,,11.0,,,4.0,9.0
12,,11.0,,,5.0,10.0
12,,11.0,,,5.0,9.0
13,,11.0,,,5.0,10.0
13,,11.0,,,5.0,10.0
12,,11.0,,,6.0,10.0
11,,10.0,,,5.0,9.0
11,,11.0,,,7.0,10.0
11,,11.0,,,7.0,8.0
12,,11.0,,,7.0,8.0
12,,11.0,,,6.0,9.0
12,,11.0,,,8.0,9.0
12,,11.0,,,7.0,10.0
12,,11.0,,,7.0,9.0
11,,10.0,,,9.0,9.0
11,,11.0,,,9.0,9.0
11,,10.0,,,8.0,8.0
11,,10.0,,,8.0,6.0
13,,11.0,,,9.0,8.0
12,,10.0,,,10.0,8.0
12,,10.0,,,9.0,8.0
12,,10.0,,,10.0,8.0
12,,11.0,,,10.0,8.0
11,,10.0,,,9.0,8.0
10,,11.0,,,10.0,8.0
12,,10.0,,,9.0,7.0
12,,10.0,,,9.0,6.0
11,,10.0,,,8.0,7.0
12,,10.0,,,8.0,9.0
12,,10.0,,,8.0,8.0
12,,10.0,,,8.0,8.0
12,,10.0,,,7.0,8.0
12,,10.0,,,7.0,8.0
12,,11.0,,,8.0,8.0
12,,10.0,,,9.0,9.0
12,,13.0,,,9.0,8.0
11,,13.0,,,9.0,11.0
11,,12.0,,,10.0,11.0
11,,10.0,,,9.0,12.0
11,,11.0,,,10.0,12.0
11,,12.0,,,9.0,13.0
10,,12.0,,,9.0,13.0
10,,12.0,,,9.0,12.0
10,,12.0,,,,12.0
10,,12.0,,,,11.0
11,,13.0,,,,12.0
11,,12.0,,,,12.0
11,,12.0,,,,11.0
11,,11.0,,,,10.0
11,,12.0,,,,10.0
11,,13.0,,,,10.0
11,,13.0,,,,9.0
11,,13.0,,,,10.0
11,,11.0,,,,10.0
11,,13.0,,,,11.0
11,,13.0,,,,10.0
11,,13.0,,,,11.0
10,,13.0,,,,9.0
10,,11.0,,,,9.0
11,,10.0,,,,8.0
10,,14.0,,,,
10,,12.0,,,,
11,,13.0,,,,
10,,13.0,,,,
11,,13.0,,,,
10,,13.0,,,,
10,,,,,,
10,,,,,,
10,,,,,,
10,,,,,,
10,,,,,,
10,,,,,,
10,,,,,,
9,,,,,,
9,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
10,,,,,,
10,,,,,,
11,,,,,,
11,,,,,,
10,,,,,,
10,,,,,,
9,,,,,,
10,,,,,,
9,,,,,,
10,,,,,,
9,,,,,,
9,,,,,,
9,,,,,,
10,,,,,,
8,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
9,,,,,,
9,,,,,,
10,,,,,,
10,,,,,,
10,,,,,,
9,,,,,,
9,,,,,,
9,,,,,,
7,,,,,,
8,,,,,,
8,,,,,,
9,,,,,,
8,,,,,,
9,,,,,,
9,,,,,,
10,,,,,,
9,,,,,,
