CQI
6
6
5
6
3
5
5
6
6
5
6
5
6
7
8
7
7
9
9
9
10
9
5
8
8
9
8
6
8
7
7
9
9
8
8
9
8
8
9
9
9
11
11
11
10
10
11
11
11
