,TimeStamp,SNR,RAT
0,1615696409.559,-12.4725,NR
1,1615696409.639,-11.785,NR
2,1615696409.719,-11.1725,NR
3,1615696409.799,-12.290000000000001,NR
4,1615696409.879,-14.755000000000003,NR
5,1615696409.959,-11.4125,NR
6,1615696410.039,-11.785,NR
7,1615696410.119,-12.899999999999999,NR
8,1615696410.199,-12.6625,NR
9,1615696410.279,-13.91,NR
10,1615696410.359,-12.98,NR
11,1615696475.517,19.38,NR
12,1615696475.535,19.38,NR
13,1615696476.442,19.38,NR
14,1615696476.535,5.3625,NR
15,1615696476.583,2.6525,NR
16,1615696476.669,-3.0275,NR
17,1615696476.749,-2.1525,NR
18,1615696476.829,-2.2775000000000003,NR
19,1615696476.909,-7.82,NR
20,1615696476.989,-3.0475,NR
21,1615696477.069,-4.3125,NR
22,1615696477.149,-3.1925,NR
23,1615696477.229,-4.5,NR
24,1615696477.243,-4.35,NR
25,1615696477.265,-4.35,NR
26,1615696477.353,-13.442499999999999,NR
27,1615696477.433,-10.79,NR
28,1615696477.513,-11.635,NR
29,1615696477.593,-13.9775,NR
30,1615696477.673,-11.872499999999999,NR
31,1615696477.753,-11.2075,NR
32,1615696477.833,-13.9875,NR
33,1615696477.913,-13.975,NR
34,1615696477.993,-12.015,NR
35,1615696478.073,-14.6025,NR
36,1615696478.153,-12.4175,NR
37,1615696478.233,-12.875,NR
38,1615696478.313,-13.825,NR
39,1615696478.393,-13.0625,NR
40,1615696478.473,-10.975,NR
41,1615696478.553,-15.075000000000001,NR
42,1615696478.633,-12.942499999999999,NR
43,1615696478.713,-13.897499999999999,NR
44,1615696478.793,-14.705000000000002,NR
45,1615696478.873,-14.55,NR
46,1615696478.953,-13.255,NR
47,1615696479.033,-11.559999999999999,NR
48,1615696479.113,-13.8625,NR
49,1615696479.193,-16.3625,NR
50,1615696479.273,-14.977500000000001,NR
51,1615696479.353,-11.932500000000001,NR
52,1615696479.433,-11.6675,NR
53,1615696479.513,-12.247499999999999,NR
54,1615696479.593,-12.65,NR
55,1615696479.673,-12.57,NR
56,1615696479.753,-12.9975,NR
57,1615696479.833,-14.120000000000001,NR
58,1615696479.913,-12.345,NR
59,1615696479.993,-14.212499999999999,NR
60,1615696480.073,-12.717500000000001,NR
61,1615696480.153,-12.7575,NR
