,TimeStamp,SNR,RAT
0,1615697006.245,-4.1274999999999995,NR
1,1615697006.325,-4.205,NR
2,1615697006.405,-5.0825000000000005,NR
3,1615697006.485,-5.137499999999999,NR
4,1615697006.565,-5.5600000000000005,NR
5,1615697006.645,-4.8425,NR
6,1615697006.725,-5.3675,NR
7,1615697006.805,-5.055000000000001,NR
8,1615697006.885,-4.01,NR
9,1615697006.965,-2.265,NR
10,1615697007.045,-2.1725,NR
11,1615697007.125,-2.185,NR
12,1615697007.205,-1.1575,NR
13,1615697007.285,-1.0574999999999999,NR
14,1615697007.365,2.1875,NR
15,1615697250.671,12.004999999999999,NR
16,1615697250.689,12.004999999999999,NR
17,1615697251.699,12.004999999999999,NR
18,1615697251.794,7.507499999999999,NR
19,1615697251.855,10.7475,NR
20,1615697251.939,9.545,NR
21,1615697252.019,-19.0275,NR
22,1615697252.099,-14.9775,NR
23,1615697252.179,-17.97,NR
24,1615697252.259,-14.11,NR
25,1615697252.339,-14.772499999999999,NR
26,1615697252.419,-14.649999999999999,NR
27,1615697252.499,-11.88,NR
28,1615697252.579,-15.594999999999999,NR
29,1615697252.659,-15.09,NR
30,1615697252.739,-15.0975,NR
31,1615697252.819,-13.067499999999999,NR
32,1615697252.899,-14.9025,NR
33,1615697252.979,-15.917499999999999,NR
34,1615697253.059,-15.577499999999999,NR
35,1615697253.139,-15.635000000000002,NR
36,1615697253.219,-15.02,NR
37,1615697253.299,-15.087499999999999,NR
38,1615697253.379,-14.0875,NR
39,1615697253.459,-15.290000000000001,NR
40,1615697253.539,-15.155,NR
41,1615697253.619,-13.025,NR
42,1615697253.699,-16.13,NR
43,1615697253.779,-14.82,NR
44,1615697253.859,-14.674999999999999,NR
45,1615697253.939,-13.4575,NR
46,1615697254.019,-16.330000000000002,NR
47,1615697254.099,-15.475,NR
48,1615697254.122,-14.035,NR
49,1615697254.158,-14.035,NR
50,1615697254.246,-13.349999999999998,NR
51,1615697254.326,-12.73,NR
52,1615697254.406,-13.5675,NR
53,1615697254.486,-14.415,NR
54,1615697254.566,-11.375,NR
55,1615697254.646,-12.7575,NR
56,1615697254.726,-16.1175,NR
57,1615697254.806,-12.9575,NR
58,1615697254.886,-13.5525,NR
59,1615697254.966,-15.317499999999999,NR
60,1615697255.046,-13.33,NR
61,1615697255.126,-12.475000000000001,NR
62,1615697255.206,-12.6175,NR
63,1615697255.286,-13.165000000000001,NR
64,1615697255.366,-12.344999999999999,NR
65,1615697255.446,-14.4375,NR
66,1615697255.526,-11.752500000000001,NR
67,1615697255.606,-11.525,NR
68,1615697255.686,-11.5375,NR
69,1615697255.766,-10.625,NR
70,1615697255.846,-12.325,NR
71,1615697255.926,-13.379999999999999,NR
72,1615697256.006,-11.2575,NR
73,1615697256.086,-13.045,NR
74,1615697256.166,-10.3575,NR
75,1615697256.246,-11.41,NR
76,1615697256.326,-9.68,NR
77,1615697256.406,-11.155,NR
78,1615697256.486,-12.115,NR
79,1615697256.566,-10.905,NR
80,1615697256.646,-9.1525,NR
81,1615697256.726,-12.337500000000002,NR
82,1615697256.806,-11.129999999999999,NR
83,1615697256.886,-9.9975,NR
84,1615697256.966,-10.9825,NR
85,1615697257.046,-11.515,NR
86,1615697257.126,-8.2675,NR
87,1615697257.206,-10.0775,NR
88,1615697257.286,-10.4475,NR
89,1615697257.366,-8.795,NR
90,1615697257.446,-7.9575,NR
91,1615697257.526,-9.889999999999999,NR
92,1615697257.606,-11.785000000000002,NR
93,1615697257.686,-9.7225,NR
94,1615697257.766,-11.175,NR
95,1615697257.846,-12.302499999999998,NR
96,1615697257.926,-10.754999999999999,NR
97,1615697258.006,-12.2775,NR
98,1615697258.086,-12.27,NR
99,1615697258.166,-15.399999999999999,NR
100,1615697258.246,-10.5725,NR
101,1615697258.326,-11.56,NR
102,1615697258.406,-11.465,NR
103,1615697258.486,-15.9375,NR
104,1615697258.566,-12.595,NR
105,1615697258.646,-13.0275,NR
106,1615697258.726,-13.002500000000001,NR
107,1615697258.806,-12.0625,NR
108,1615697258.886,-11.989999999999998,NR
109,1615697258.966,-13.0675,NR
110,1615697259.046,-11.9175,NR
111,1615697259.126,-14.865,NR
112,1615697259.206,-14.4875,NR
113,1615697259.286,-10.29,NR
114,1615697259.366,-11.6125,NR
115,1615697259.446,-14.432499999999997,NR
116,1615697259.526,-12.622499999999999,NR
117,1615697259.606,-13.2,NR
118,1615697259.686,-12.7575,NR
119,1615697259.766,-12.482499999999998,NR
120,1615697259.846,-13.0575,NR
121,1615697259.927,-13.307500000000001,NR
122,1615697260.006,-11.0,NR
123,1615697260.086,-11.397499999999999,NR
124,1615697260.166,-11.605,NR
125,1615697260.246,-14.145,NR
126,1615697260.326,-13.3575,NR
127,1615697260.406,-13.3375,NR
128,1615697260.486,-11.8875,NR
129,1615697260.566,-13.16,NR
130,1615697260.646,-13.17,NR
131,1615697260.726,-13.9925,NR
132,1615697260.806,-13.749999999999998,NR
133,1615697260.886,-13.059999999999999,NR
134,1615697260.966,-12.5225,NR
