RDB0,RDB1,RDB2,RDB3,RDB4,RDB5,RDB6
,5.0,2.0,5.0,10,12.0,1.0
,4.0,2.0,5.0,10,13.0,1.0
,4.0,3.0,6.0,11,12.0,2.0
,3.0,3.0,6.0,6,10.0,2.0
,3.0,3.0,6.0,10,13.0,5.0
,2.0,2.0,7.0,10,11.0,1.0
,1.0,1.0,5.0,10,13.0,1.0
,3.0,2.0,3.0,10,11.0,1.0
,3.0,2.0,4.0,10,13.0,1.0
,3.0,3.0,5.0,10,11.0,1.0
,3.0,2.0,6.0,10,13.0,1.0
,3.0,2.0,6.0,1,12.0,1.0
,3.0,2.0,6.0,10,11.0,1.0
,1.0,3.0,5.0,10,11.0,5.0
,2.0,3.0,5.0,10,11.0,1.0
,2.0,2.0,6.0,10,13.0,1.0
,2.0,3.0,5.0,10,10.0,1.0
,8.0,3.0,6.0,11,13.0,1.0
,3.0,3.0,6.0,11,10.0,1.0
,2.0,2.0,6.0,1,13.0,1.0
,2.0,1.0,6.0,10,10.0,1.0
,3.0,1.0,6.0,10,13.0,1.0
,3.0,1.0,6.0,10,11.0,6.0
,3.0,1.0,6.0,10,11.0,2.0
,3.0,1.0,6.0,10,12.0,2.0
,3.0,8.0,6.0,10,11.0,2.0
,9.0,8.0,6.0,10,11.0,1.0
,3.0,9.0,7.0,1,11.0,1.0
,3.0,11.0,7.0,10,12.0,1.0
,3.0,10.0,8.0,10,12.0,1.0
,3.0,10.0,6.0,10,13.0,1.0
,7.0,10.0,6.0,10,11.0,5.0
,3.0,9.0,10.0,10,12.0,1.0
,3.0,9.0,10.0,10,12.0,1.0
,3.0,10.0,10.0,11,12.0,1.0
,10.0,11.0,9.0,1,11.0,1.0
,3.0,10.0,15.0,12,11.0,1.0
,2.0,9.0,11.0,13,11.0,1.0
,8.0,11.0,10.0,12,13.0,1.0
,2.0,9.0,10.0,12,11.0,1.0
,2.0,10.0,9.0,12,12.0,5.0
,9.0,9.0,9.0,13,11.0,1.0
,3.0,10.0,8.0,13,11.0,1.0
,3.0,11.0,8.0,1,14.0,1.0
,8.0,9.0,7.0,13,12.0,1.0
,2.0,9.0,6.0,13,13.0,1.0
,3.0,10.0,6.0,13,12.0,1.0
,7.0,9.0,6.0,13,12.0,1.0
,3.0,13.0,7.0,13,11.0,1.0
,4.0,11.0,5.0,13,12.0,5.0
,8.0,11.0,5.0,13,13.0,1.0
,3.0,10.0,3.0,1,11.0,1.0
,3.0,10.0,5.0,13,11.0,1.0
,7.0,9.0,5.0,13,10.0,1.0
,2.0,10.0,5.0,12,9.0,1.0
,2.0,10.0,5.0,13,11.0,1.0
,2.0,10.0,4.0,13,11.0,1.0
,2.0,9.0,3.0,12,11.0,1.0
,7.0,11.0,6.0,13,13.0,6.0
,2.0,8.0,4.0,1,12.0,1.0
,1.0,9.0,5.0,13,11.0,1.0
,2.0,11.0,2.0,13,11.0,1.0
,2.0,10.0,4.0,13,13.0,1.0
,7.0,11.0,4.0,13,14.0,1.0
,2.0,9.0,3.0,13,12.0,1.0
,3.0,10.0,5.0,13,10.0,1.0
,7.0,10.0,5.0,9,10.0,1.0
,3.0,11.0,3.0,1,11.0,5.0
,3.0,12.0,5.0,11,11.0,1.0
,7.0,11.0,5.0,10,11.0,1.0
,3.0,11.0,5.0,10,13.0,1.0
,3.0,11.0,7.0,10,11.0,1.0
,7.0,12.0,4.0,10,10.0,1.0
,3.0,11.0,5.0,11,12.0,1.0
,3.0,11.0,5.0,10,11.0,1.0
,3.0,12.0,6.0,6,10.0,1.0
,3.0,11.0,6.0,11,11.0,5.0
,7.0,11.0,7.0,6,13.0,1.0
,3.0,11.0,8.0,11,13.0,1.0
,3.0,10.0,6.0,11,12.0,1.0
,8.0,12.0,4.0,11,12.0,1.0
,3.0,11.0,5.0,11,12.0,1.0
,3.0,10.0,6.0,11,13.0,2.0
,3.0,12.0,5.0,11,13.0,2.0
,8.0,11.0,5.0,12,11.0,1.0
,3.0,13.0,3.0,11,12.0,3.0
,3.0,12.0,3.0,12,13.0,1.0
,8.0,11.0,3.0,11,13.0,1.0
,3.0,14.0,1.0,12,11.0,1.0
,3.0,13.0,2.0,12,10.0,1.0
,7.0,12.0,1.0,11,13.0,1.0
,3.0,11.0,7.0,12,11.0,1.0
,3.0,11.0,7.0,12,13.0,1.0
,3.0,11.0,1.0,11,13.0,1.0
,4.0,13.0,1.0,11,9.0,5.0
,3.0,10.0,2.0,10,8.0,1.0
,7.0,12.0,1.0,10,9.0,1.0
,5.0,13.0,1.0,9,11.0,1.0
,4.0,13.0,1.0,8,12.0,1.0
,7.0,12.0,2.0,8,14.0,1.0
,3.0,10.0,2.0,8,11.0,1.0
,4.0,13.0,1.0,10,12.0,1.0
,6.0,11.0,1.0,13,11.0,1.0
,4.0,12.0,1.0,14,12.0,3.0
,5.0,13.0,1.0,14,10.0,1.0
,7.0,11.0,1.0,14,13.0,1.0
,4.0,12.0,1.0,13,11.0,1.0
,5.0,11.0,1.0,13,13.0,1.0
,7.0,11.0,1.0,14,12.0,1.0
,5.0,12.0,1.0,14,11.0,1.0
,6.0,13.0,1.0,14,13.0,1.0
,6.0,13.0,1.0,14,9.0,1.0
,5.0,10.0,1.0,14,13.0,4.0
,5.0,12.0,1.0,14,12.0,1.0
,5.0,13.0,1.0,13,10.0,1.0
,5.0,13.0,1.0,14,10.0,1.0
,3.0,11.0,1.0,14,13.0,9.0
,6.0,12.0,1.0,14,11.0,10.0
,3.0,12.0,1.0,14,10.0,2.0
,3.0,12.0,1.0,14,12.0,5.0
,5.0,10.0,1.0,14,11.0,3.0
,3.0,13.0,1.0,14,12.0,6.0
,3.0,10.0,2.0,14,12.0,7.0
,3.0,12.0,1.0,14,11.0,10.0
,8.0,12.0,1.0,11,10.0,9.0
,4.0,11.0,7.0,13,11.0,9.0
,2.0,12.0,8.0,13,13.0,3.0
,6.0,13.0,8.0,13,12.0,9.0
,3.0,12.0,7.0,13,11.0,9.0
,3.0,10.0,6.0,13,11.0,11.0
,7.0,12.0,6.0,13,12.0,12.0
,3.0,12.0,6.0,13,9.0,13.0
,3.0,12.0,7.0,13,11.0,12.0
,6.0,11.0,8.0,11,11.0,12.0
,3.0,13.0,8.0,12,9.0,2.0
,3.0,12.0,7.0,12,13.0,12.0
,7.0,11.0,7.0,13,10.0,2.0
,3.0,10.0,8.0,13,9.0,13.0
,3.0,11.0,7.0,13,11.0,12.0
,6.0,12.0,7.0,13,13.0,2.0
,3.0,10.0,7.0,13,10.0,12.0
,3.0,11.0,7.0,12,12.0,12.0
,9.0,10.0,7.0,12,12.0,13.0
,3.0,11.0,7.0,11,13.0,12.0
,3.0,11.0,7.0,11,13.0,13.0
,7.0,11.0,8.0,11,12.0,13.0
,3.0,10.0,8.0,11,13.0,13.0
,3.0,10.0,7.0,10,10.0,13.0
,7.0,10.0,8.0,12,12.0,7.0
,3.0,10.0,6.0,11,11.0,13.0
,3.0,13.0,7.0,10,12.0,13.0
,9.0,11.0,7.0,10,11.0,13.0
,2.0,10.0,8.0,12,10.0,13.0
,2.0,9.0,7.0,11,11.0,13.0
,8.0,11.0,8.0,11,14.0,13.0
,2.0,10.0,6.0,11,11.0,12.0
,2.0,11.0,7.0,11,13.0,9.0
,8.0,11.0,7.0,11,11.0,11.0
,2.0,11.0,7.0,11,13.0,12.0
,2.0,12.0,7.0,11,11.0,11.0
,3.0,12.0,7.0,11,11.0,10.0
,9.0,10.0,7.0,11,13.0,10.0
,1.0,11.0,6.0,10,11.0,12.0
,2.0,10.0,7.0,11,13.0,12.0
,9.0,12.0,7.0,11,12.0,7.0
,1.0,13.0,8.0,11,11.0,12.0
,1.0,11.0,10.0,11,11.0,13.0
,1.0,11.0,8.0,11,13.0,13.0
,2.0,11.0,7.0,12,12.0,13.0
,1.0,11.0,7.0,12,13.0,13.0
,1.0,10.0,7.0,11,11.0,13.0
,9.0,13.0,7.0,11,13.0,13.0
,2.0,11.0,7.0,11,11.0,10.0
,2.0,10.0,9.0,11,12.0,12.0
,2.0,13.0,8.0,11,12.0,13.0
,2.0,12.0,10.0,10,12.0,13.0
,2.0,10.0,8.0,11,13.0,13.0
,1.0,13.0,9.0,11,12.0,13.0
,10.0,11.0,10.0,11,12.0,13.0
,1.0,13.0,9.0,11,13.0,13.0
,1.0,12.0,9.0,11,13.0,10.0
,1.0,13.0,5.0,11,10.0,12.0
,10.0,10.0,5.0,11,12.0,13.0
,2.0,12.0,4.0,10,13.0,13.0
,2.0,12.0,3.0,11,13.0,13.0
,1.0,12.0,7.0,12,13.0,13.0
,1.0,11.0,8.0,11,12.0,13.0
,1.0,,7.0,11,10.0,13.0
,1.0,,7.0,11,12.0,10.0
,1.0,,7.0,11,11.0,12.0
,9.0,,1.0,12,12.0,13.0
,2.0,,2.0,10,12.0,13.0
,2.0,,2.0,12,13.0,13.0
,2.0,,2.0,12,13.0,13.0
,2.0,,1.0,11,13.0,13.0
,1.0,,1.0,12,11.0,13.0
,2.0,,1.0,11,12.0,10.0
,1.0,,1.0,11,13.0,13.0
,10.0,,5.0,11,13.0,13.0
,2.0,,2.0,11,11.0,13.0
,1.0,,1.0,12,11.0,13.0
,1.0,,1.0,11,10.0,13.0
,1.0,,1.0,11,13.0,13.0
,1.0,,1.0,12,12.0,13.0
,1.0,,1.0,12,11.0,9.0
,9.0,,1.0,12,9.0,13.0
,1.0,,1.0,11,11.0,13.0
,1.0,,5.0,12,11.0,13.0
,1.0,,1.0,11,12.0,9.0
,1.0,,2.0,11,12.0,9.0
,1.0,,1.0,11,11.0,9.0
,1.0,,1.0,12,11.0,8.0
,1.0,,1.0,10,11.0,10.0
,11.0,,1.0,11,11.0,10.0
,1.0,,2.0,11,12.0,10.0
,1.0,,,11,13.0,12.0
,9.0,,,11,11.0,10.0
,5.0,,,12,12.0,11.0
,5.0,,,12,12.0,11.0
,9.0,,,11,12.0,10.0
,6.0,,,11,13.0,10.0
,8.0,,,12,11.0,10.0
,7.0,,,11,11.0,10.0
,6.0,,,12,11.0,10.0
,5.0,,,12,13.0,9.0
,6.0,,,12,11.0,10.0
,4.0,,,12,11.0,10.0
,6.0,,,12,11.0,9.0
,6.0,,,12,13.0,10.0
,5.0,,,12,12.0,9.0
,6.0,,,13,13.0,9.0
,7.0,,,11,11.0,9.0
,7.0,,,11,11.0,9.0
,6.0,,,11,10.0,9.0
,7.0,,,11,11.0,10.0
,6.0,,,11,13.0,9.0
,6.0,,,12,13.0,9.0
,6.0,,,12,12.0,9.0
,6.0,,,12,12.0,8.0
,5.0,,,12,11.0,8.0
,8.0,,,12,11.0,9.0
,8.0,,,12,10.0,8.0
,3.0,,,12,12.0,9.0
,3.0,,,12,12.0,9.0
,7.0,,,12,11.0,8.0
,7.0,,,13,13.0,8.0
,8.0,,,13,12.0,9.0
,6.0,,,13,12.0,8.0
,3.0,,,12,13.0,7.0
,5.0,,,11,11.0,8.0
,5.0,,,12,11.0,8.0
,4.0,,,12,11.0,8.0
,11.0,,,12,11.0,9.0
,11.0,,,13,13.0,8.0
,3.0,,,11,11.0,9.0
,3.0,,,11,11.0,9.0
,7.0,,,11,11.0,9.0
,2.0,,,12,11.0,8.0
,4.0,,,13,9.0,9.0
,2.0,,,13,12.0,8.0
,10.0,,,12,14.0,8.0
,10.0,,,13,13.0,9.0
,8.0,,,13,13.0,8.0
,6.0,,,13,12.0,9.0
,5.0,,,13,11.0,8.0
,5.0,,,13,8.0,7.0
,7.0,,,11,11.0,8.0
,9.0,,,12,13.0,8.0
,9.0,,,12,9.0,8.0
,10.0,,,13,13.0,9.0
,10.0,,,13,13.0,10.0
,6.0,,,13,13.0,8.0
,6.0,,,12,11.0,10.0
,8.0,,,13,12.0,10.0
,8.0,,,13,11.0,10.0
,8.0,,,12,10.0,9.0
,8.0,,,11,13.0,10.0
,2.0,,,11,12.0,9.0
,6.0,,,11,8.0,9.0
,6.0,,,11,13.0,9.0
,3.0,,,13,11.0,10.0
,3.0,,,13,13.0,9.0
,2.0,,,12,11.0,9.0
,2.0,,,12,10.0,9.0
,3.0,,,13,11.0,9.0
,2.0,,,13,13.0,10.0
,1.0,,,13,10.0,10.0
,2.0,,,12,13.0,9.0
,1.0,,,12,10.0,10.0
,3.0,,,13,11.0,6.0
,3.0,,,12,12.0,7.0
,3.0,,,11,11.0,10.0
,3.0,,,10,13.0,9.0
,3.0,,,10,12.0,9.0
,3.0,,,10,10.0,9.0
,3.0,,,10,13.0,9.0
,3.0,,,10,12.0,11.0
,3.0,,,10,10.0,10.0
,3.0,,,10,11.0,9.0
,2.0,,,10,13.0,10.0
,3.0,,,11,11.0,10.0
,2.0,,,11,11.0,9.0
,2.0,,,12,12.0,10.0
,1.0,,,12,12.0,9.0
,3.0,,,11,12.0,9.0
,3.0,,,12,12.0,10.0
,3.0,,,10,12.0,9.0
,3.0,,,12,11.0,9.0
,3.0,,,12,11.0,10.0
,2.0,,,12,12.0,9.0
,2.0,,,12,11.0,10.0
,2.0,,,12,12.0,10.0
,2.0,,,11,10.0,10.0
,3.0,,,12,12.0,10.0
,2.0,,,12,13.0,10.0
,1.0,,,12,13.0,10.0
,3.0,,,13,12.0,10.0
,1.0,,,13,12.0,11.0
,1.0,,,12,13.0,11.0
,2.0,,,13,11.0,11.0
,1.0,,,12,11.0,12.0
,1.0,,,12,11.0,10.0
,1.0,,,13,11.0,11.0
,2.0,,,12,11.0,9.0
,1.0,,,12,11.0,9.0
,2.0,,,11,10.0,9.0
,2.0,,,12,11.0,10.0
,2.0,,,12,12.0,8.0
,2.0,,,12,11.0,9.0
,2.0,,,12,10.0,8.0
,3.0,,,11,12.0,9.0
,2.0,,,11,12.0,11.0
,2.0,,,11,10.0,10.0
,3.0,,,12,11.0,10.0
,1.0,,,11,13.0,11.0
,2.0,,,11,12.0,10.0
,2.0,,,12,13.0,8.0
,2.0,,,12,13.0,9.0
,1.0,,,13,11.0,9.0
,1.0,,,12,13.0,10.0
,1.0,,,13,13.0,7.0
,2.0,,,12,13.0,8.0
,3.0,,,12,13.0,5.0
,3.0,,,13,12.0,6.0
,5.0,,,12,13.0,8.0
,4.0,,,13,11.0,7.0
,4.0,,,12,12.0,8.0
,3.0,,,12,13.0,6.0
,7.0,,,11,12.0,7.0
,6.0,,,11,11.0,5.0
,6.0,,,11,13.0,5.0
,7.0,,,11,14.0,3.0
,7.0,,,12,13.0,3.0
,8.0,,,12,11.0,3.0
,6.0,,,12,,4.0
,7.0,,,11,,3.0
,6.0,,,12,,3.0
,5.0,,,12,,3.0
,5.0,,,12,,3.0
,5.0,,,12,,6.0
,5.0,,,11,,3.0
,6.0,,,12,,3.0
,5.0,,,11,,4.0
,5.0,,,12,,3.0
,5.0,,,11,,4.0
,5.0,,,14,,3.0
,6.0,,,11,,3.0
,5.0,,,11,,2.0
,5.0,,,9,,3.0
,5.0,,,11,,3.0
,5.0,,,11,,3.0
,5.0,,,11,,2.0
,5.0,,,11,,2.0
,5.0,,,10,,3.0
,5.0,,,12,,3.0
,5.0,,,8,,4.0
,6.0,,,10,,3.0
,5.0,,,10,,5.0
,5.0,,,10,,5.0
,5.0,,,10,,7.0
,6.0,,,11,,8.0
,6.0,,,9,,13.0
,5.0,,,9,,11.0
,5.0,,,7,,11.0
,6.0,,,7,,10.0
,5.0,,,6,,8.0
,6.0,,,6,,13.0
,8.0,,,7,,10.0
,6.0,,,7,,10.0
,7.0,,,7,,10.0
,7.0,,,7,,10.0
,7.0,,,7,,8.0
,7.0,,,7,,10.0
,7.0,,,7,,9.0
,6.0,,,7,,13.0
,7.0,,,6,,10.0
,8.0,,,7,,12.0
,6.0,,,9,,11.0
,7.0,,,7,,11.0
,7.0,,,7,,12.0
,7.0,,,8,,10.0
,7.0,,,7,,10.0
,7.0,,,8,,11.0
,7.0,,,8,,12.0
,8.0,,,5,,10.0
,7.0,,,5,,9.0
,7.0,,,3,,11.0
,6.0,,,3,,10.0
,7.0,,,2,,11.0
,7.0,,,2,,11.0
,7.0,,,5,,11.0
,7.0,,,6,,11.0
,7.0,,,7,,12.0
,7.0,,,7,,10.0
,6.0,,,8,,9.0
,6.0,,,7,,10.0
,5.0,,,7,,11.0
,8.0,,,7,,11.0
,8.0,,,8,,10.0
,,,,6,,10.0
,,,,5,,10.0
,,,,5,,9.0
,,,,5,,9.0
,,,,6,,8.0
,,,,6,,8.0
,,,,5,,10.0
,,,,5,,8.0
,,,,5,,8.0
,,,,14,,8.0
,,,,14,,8.0
,,,,14,,6.0
,,,,14,,5.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,8.0
,,,,14,,8.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,8.0
,,,,14,,8.0
,,,,14,,7.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,8.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,8.0
,,,,13,,8.0
,,,,13,,9.0
,,,,13,,8.0
,,,,13,,10.0
,,,,13,,9.0
,,,,13,,8.0
,,,,13,,9.0
,,,,13,,10.0
,,,,13,,9.0
,,,,11,,10.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,7.0
,,,,13,,9.0
,,,,12,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,6.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,10.0
,,,,13,,9.0
,,,,13,,10.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,10.0
,,,,13,,9.0
,,,,13,,9.0
,,,,14,,9.0
,,,,13,,10.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,8.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,9.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,8.0
,,,,14,,9.0
,,,,14,,8.0
,,,,14,,8.0
,,,,14,,7.0
,,,,14,,9.0
,,,,14,,10.0
,,,,14,,9.0
,,,,14,,7.0
,,,,14,,7.0
,,,,14,,7.0
,,,,14,,5.0
,,,,14,,7.0
,,,,14,,5.0
,,,,14,,5.0
,,,,14,,7.0
,,,,14,,6.0
,,,,14,,6.0
,,,,14,,5.0
,,,,14,,5.0
,,,,14,,4.0
,,,,14,,5.0
,,,,14,,5.0
,,,,14,,3.0
,,,,14,,4.0
,,,,13,,5.0
,,,,14,,2.0
,,,,14,,3.0
,,,,14,,2.0
,,,,14,,3.0
,,,,14,,3.0
,,,,14,,2.0
,,,,14,,1.0
,,,,14,,2.0
,,,,14,,2.0
,,,,14,,2.0
,,,,14,,3.0
,,,,14,,2.0
,,,,14,,1.0
,,,,14,,2.0
,,,,14,,2.0
,,,,14,,2.0
,,,,14,,2.0
,,,,14,,2.0
,,,,13,,2.0
,,,,13,,2.0
,,,,13,,3.0
,,,,13,,3.0
,,,,13,,3.0
,,,,13,,4.0
,,,,13,,3.0
,,,,12,,5.0
,,,,13,,7.0
,,,,13,,9.0
,,,,13,,9.0
,,,,13,,13.0
,,,,13,,12.0
,,,,13,,10.0
,,,,13,,10.0
,,,,13,,10.0
,,,,13,,10.0
,,,,13,,10.0
,,,,12,,10.0
,,,,12,,9.0
,,,,12,,10.0
,,,,12,,10.0
,,,,12,,10.0
,,,,12,,9.0
,,,,12,,10.0
,,,,12,,9.0
,,,,12,,10.0
,,,,12,,10.0
,,,,13,,12.0
,,,,12,,9.0
,,,,13,,8.0
,,,,12,,11.0
,,,,13,,11.0
,,,,13,,9.0
,,,,13,,10.0
,,,,13,,9.0
,,,,13,,9.0
,,,,12,,10.0
,,,,12,,7.0
,,,,13,,8.0
,,,,13,,9.0
,,,,13,,5.0
,,,,13,,11.0
,,,,13,,10.0
,,,,13,,7.0
,,,,13,,10.0
,,,,13,,10.0
,,,,5,,10.0
,,,,12,,8.0
,,,,13,,9.0
,,,,12,,9.0
,,,,13,,8.0
,,,,13,,7.0
,,,,13,,9.0
,,,,13,,7.0
,,,,7,,7.0
,,,,13,,7.0
,,,,13,,8.0
,,,,13,,8.0
,,,,13,,8.0
,,,,13,,3.0
,,,,13,,4.0
,,,,13,,5.0
,,,,9,,6.0
,,,,13,,5.0
,,,,13,,3.0
,,,,13,,6.0
,,,,13,,5.0
,,,,13,,3.0
,,,,13,,3.0
,,,,13,,3.0
,,,,10,,3.0
,,,,12,,3.0
,,,,12,,4.0
,,,,12,,3.0
,,,,13,,3.0
,,,,12,,2.0
,,,,12,,3.0
,,,,13,,3.0
,,,,9,,2.0
,,,,12,,2.0
,,,,13,,3.0
,,,,13,,2.0
,,,,13,,3.0
,,,,13,,2.0
,,,,13,,3.0
,,,,13,,2.0
,,,,9,,2.0
,,,,12,,2.0
,,,,13,,2.0
,,,,13,,2.0
,,,,12,,1.0
,,,,13,,2.0
,,,,13,,3.0
,,,,13,,2.0
,,,,7,,2.0
,,,,12,,2.0
,,,,13,,3.0
,,,,12,,3.0
,,,,12,,5.0
,,,,12,,5.0
,,,,13,,5.0
,,,,12,,11.0
,,,,5,,9.0
,,,,12,,10.0
,,,,12,,12.0
,,,,12,,9.0
,,,,13,,10.0
,,,,12,,9.0
,,,,13,,9.0
,,,,13,,10.0
,,,,9,,10.0
,,,,12,,10.0
,,,,13,,10.0
,,,,12,,10.0
,,,,12,,8.0
,,,,12,,8.0
,,,,13,,10.0
,,,,13,,10.0
,,,,8,,11.0
,,,,13,,10.0
,,,,13,,10.0
,,,,12,,10.0
,,,,12,,9.0
,,,,12,,10.0
,,,,12,,9.0
,,,,12,,7.0
,,,,8,,1.0
,,,,12,,9.0
,,,,12,,2.0
,,,,12,,2.0
,,,,12,,1.0
,,,,12,,4.0
,,,,12,,5.0
,,,,12,,3.0
,,,,8,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,6,,1.0
,,,,12,,1.0
,,,,13,,1.0
,,,,12,,1.0
,,,,13,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,10,,1.0
,,,,12,,1.0
,,,,12,,1.0
,,,,13,,1.0
,,,,13,,1.0
,,,,13,,1.0
,,,,13,,1.0
,,,,13,,1.0
,,,,9,,1.0
,,,,12,,1.0
,,,,13,,1.0
,,,,13,,3.0
,,,,13,,3.0
,,,,12,,7.0
,,,,13,,7.0
,,,,13,,5.0
,,,,8,,12.0
,,,,13,,9.0
,,,,13,,11.0
,,,,12,,11.0
,,,,13,,10.0
,,,,12,,10.0
,,,,13,,11.0
,,,,13,,10.0
,,,,7,,12.0
,,,,13,,9.0
,,,,13,,11.0
,,,,13,,10.0
,,,,13,,11.0
,,,,13,,10.0
,,,,12,,10.0
,,,,12,,10.0
,,,,9,,9.0
,,,,11,,10.0
,,,,13,,10.0
,,,,11,,10.0
,,,,12,,11.0
,,,,12,,7.0
,,,,12,,10.0
,,,,12,,9.0
,,,,8,,9.0
,,,,12,,8.0
,,,,12,,7.0
,,,,12,,8.0
,,,,12,,7.0
,,,,12,,6.0
,,,,12,,8.0
,,,,12,,7.0
,,,,7,,4.0
,,,,12,,7.0
,,,,11,,3.0
,,,,12,,5.0
,,,,11,,6.0
,,,,11,,8.0
,,,,11,,4.0
,,,,12,,6.0
,,,,8,,6.0
,,,,11,,5.0
,,,,12,,7.0
,,,,11,,4.0
,,,,12,,9.0
,,,,12,,13.0
,,,,12,,13.0
,,,,12,,13.0
,,,,7,,12.0
,,,,12,,10.0
,,,,11,,11.0
,,,,12,,11.0
,,,,12,,13.0
,,,,12,,10.0
,,,,12,,10.0
,,,,12,,10.0
,,,,9,,11.0
,,,,12,,12.0
,,,,12,,13.0
,,,,12,,11.0
,,,,12,,11.0
,,,,13,,12.0
,,,,13,,11.0
,,,,12,,11.0
,,,,10,,12.0
,,,,12,,12.0
,,,,12,,12.0
,,,,12,,11.0
,,,,12,,11.0
,,,,12,,11.0
,,,,12,,11.0
,,,,11,,11.0
,,,,11,,11.0
,,,,11,,9.0
,,,,10,,8.0
,,,,11,,11.0
,,,,11,,12.0
,,,,11,,11.0
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,8,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,8,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,7,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,12,,
,,,,12,,
,,,,8,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,7,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,12,,
,,,,9,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,8,,
,,,,12,,
,,,,12,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,9,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,9,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,10,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,10,,
,,,,11,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,9,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,10,,
,,,,10,,
,,,,7,,
,,,,11,,
,,,,10,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,5,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,4,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,4,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,4,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,10,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,5,,
,,,,11,,
,,,,12,,
,,,,13,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,12,,
,,,,3,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,10,,
,,,,11,,
,,,,11,,
,,,,11,,
,,,,2,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,12,,
,,,,11,,
,,,,2,,
,,,,11,,
