CQI
6
8
4
7
7
7
8
8
6
6
5
5
6
6
6
6
4
7
6
6
7
7
5
3
2
2
1
3
3
1
1
3
5
7
2
2
1
1
1
1
1
2
2
9
7
8
8
7
5
6
6
7
3
5
5
5
4
3
3
4
3
3
2
3
3
7
6
7
5
6
5
5
6
3
4
3
3
3
6
5
7
5
7
5
5
6
6
5
5
5
5
4
4
5
6
4
3
5
4
3
3
3
3
2
1
1
1
1
1
1
1
1
1
8
7
7
6
8
8
7
6
6
7
6
7
7
7
7
6
8
8
3
2
3
2
3
2
4
4
4
11
10
8
9
10
10
11
10
10
10
10
11
11
9
9
9
7
6
5
5
5
5
5
7
5
4
3
3
5
4
4
6
6
5
5
4
4
2
1
3
3
3
1
2
2
2
1
2
1
1
1
1
6
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
8
7
6
6
6
6
5
9
8
11
9
10
12
12
9
11
13
11
10
9
9
9
7
6
7
5
5
3
4
3
4
3
3
3
3
1
2
1
1
1
2
1
1
1
7
6
6
6
2
5
6
7
5
8
7
6
7
5
5
5
7
7
5
10
5
10
10
7
10
10
8
10
9
8
9
8
9
9
9
7
6
6
7
